category,model,name,title,image,price,description,properties
Кухня,Каменная княжна,"06120 дизайн-панели PANDA ""Каменная княжна""","06120 дизайн-панели PANDA ""Каменная княжна""","https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/fdb/fdbc4a9cb8eee767f2307ed7748264d7.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/890/8909258f6b7da1fdf1bed2e6d3912682.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/0ff/0ff921e97204c96f7d8891b7b3dd3037.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/6af/6af6b40baff258b2b18af1a31ed695e3.jpg",1784,"Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.","Высота---2,7 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,675 кв.м.|Упаковка---12 шт.|Объем упаковки---0,077 куб.м.|Вес упаковки---15,7 кг."
Для потолка,Потолочная панель. Листья,01461 Потолочная панель. Листья,01461 Потолочная панель. Листья,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/602/602991fc199b702d24dbb6508de4f26b.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b9a/b9af07c4e79a972937e2d8bcdd57d1de.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b30/b30fa5f3f2b394bf16229f43bb7d0c7f.jpg",700,,"Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,5 кв.м.|Упаковка---16 панелей|Объем упаковки---0,07 куб.м."
Для потолка,Потолочная панель. Листья,04162 Потолочная панель. Листья,04162 Потолочная панель. Листья,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/6ff/6ff6bcdab4a258243335625267ed0dae.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b9a/b9af07c4e79a972937e2d8bcdd57d1de.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b30/b30fa5f3f2b394bf16229f43bb7d0c7f.jpg",700,,"Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,5 кв.м.|Упаковка---16 панелей|Объем упаковки---0,07 куб.м."
Для потолка,Потолочная панель. Листья,04163 Потолочная панель. Листья,04163 Потолочная панель. Листья,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/e29/e2953a0bd724dccec4d779d4a8ad2ced.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b9a/b9af07c4e79a972937e2d8bcdd57d1de.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b30/b30fa5f3f2b394bf16229f43bb7d0c7f.jpg",700,,"Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,5 кв.м.|Упаковка---16 панелей|Объем упаковки---0,07 куб.м."
Для потолка,Потолочная панель. Куб,Потолочная панель. Куб,Потолочная панель. Куб,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/9c9/9c957fa1c10fffd699dab1bd4a955684.jpg,700,,"Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,5 кв.м.|Упаковка---16 панелей|Объем упаковки---0,07 куб.м."
Для потолка,Потолочная панель. Космос,04150 Дизайн-панели PANDA Потолочная панель. Космос Панно,04150 Дизайн-панели PANDA Потолочная панель. Космос Панно,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/cf8/cf8b94539c8947dc999c9d6f6b3714dd.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/a19/a19bb794d1613adb7e19dde722b8d07a.png",700,,"Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,5 кв.м.|Упаковка---16 панелей|Объем упаковки---0,07 куб.м."
Для потолка,Потолочная панель. Цветы,04140 дизайн - панели PANDA Потолочная панель. Цветы Панно,04140 дизайн - панели PANDA Потолочная панель. Цветы Панно,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/3ce/3ce45d4b0a5841d847679d0b85e8616e.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/ef1/ef18b28393482db0c28e0a87561ab059.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/6ae/6ae28d119ce678dc127bcc4346a42ec3.png",700,,"Количество проголосовавших---1|Рейтинг---5|Сумма оценок---5|Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм."
Для потолка,Потолочная панель. Вода,04130 дизайн - панели PANDA Потолочная панель. Вода Панно,04130 дизайн - панели PANDA Потолочная панель. Вода Панно,,700,,"Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,5 кв.м.|Упаковка---16 панелей|Объем упаковки---0,07 куб.м."
Ванная,Шоколад,05310 дизайн - панели PANDA «Шоколад»,05310 дизайн - панели PANDA «Шоколад»,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/c7d/c7d073adb65d36d458e478867fa0f778.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/37e/37ed454f543f04b24b22079b8ee5a598.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/fe4/fe40b17163269f0799e129541e9aa5ca.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/bbd/bbd0398f84325e29e9a471ef2b8508bd.png",2676,,"Наши предложения---Рекомендуем|Высота---2,7м|Ширина---0,25м|Толщина---8мм|Площадь---0,675 кв.м|Упаковка---12 шт|Объем упаковки---0,077 куб.м."
Ванная,Индиго,"07510 дизайн-панели PANDA ""Индиго""","07510 дизайн-панели PANDA ""Индиго""","https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/d04/d04be45263907876e9a2478ede23c084.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/30c/30cf84dfced8e83ebcce3d9d1d8a1935.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/a19/a19ea0961465f1c4509e6b48c8a95dab.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/bc1/bc14cb261c95b154b2f17ad16223f551.png",1784,"&lt;p&gt;
 &lt;strong&gt; Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.&lt;/strong&gt;
&lt;/p&gt;","Артикул---07500|Наши предложения---Новинка|Высота---2,7 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,675 кв.м.|Упаковка---12 панелей"
Для потолка,Потолочная панель. Куб,04170 Потолочная панель. Куб,04170 Потолочная панель. Куб,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/dcb/dcb93c02d875c93489f6a4f15fe5750f.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/84a/84aa289eb616f3829ef86c7820a8994d.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/9c9/9c957fa1c10fffd699dab1bd4a955684.jpg",700,,"Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,5 кв.м.|Упаковка---16 панелей|Объем упаковки---0,07 куб.м."
Для потолка,Потолочная панель. Куб,04170 Потолочная панель. Куб,04170 Потолочная панель. Куб,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/dcb/dcb93c02d875c93489f6a4f15fe5750f.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/84a/84aa289eb616f3829ef86c7820a8994d.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/9c9/9c957fa1c10fffd699dab1bd4a955684.jpg",700,,"Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,5 кв.м.|Упаковка---16 панелей|Объем упаковки---0,07 куб.м."
Для потолка,Потолочная панель. Куб,04170 Потолочная панель. Куб,04170 Потолочная панель. Куб,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/dcb/dcb93c02d875c93489f6a4f15fe5750f.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/84a/84aa289eb616f3829ef86c7820a8994d.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/9c9/9c957fa1c10fffd699dab1bd4a955684.jpg",700,,"Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,5 кв.м.|Упаковка---16 панелей|Объем упаковки---0,07 куб.м."
Для потолка,Потолочная панель. Космос,04151 Дизайн-панели PANDA Потолочная панель. Космос,04151 Дизайн-панели PANDA Потолочная панель. Космос,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/af0/af0fa2ece02e6688912b2dc230af9fab.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/a19/a19bb794d1613adb7e19dde722b8d07a.png",700,,"Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,5 кв.м.|Упаковка---16 панелей|Объем упаковки---0,07 куб.м."
Для потолка,Потолочная панель. Космос,04152 Дизайн-панели PANDA Потолочная панель. Космос Панно,04152 Дизайн-панели PANDA Потолочная панель. Космос Панно,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/62a/62aef2a0c63fc60fdb5326d163b558c1.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/a19/a19bb794d1613adb7e19dde722b8d07a.png",700,,"Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,5 кв.м.|Упаковка---16 панелей|Объем упаковки---0,07 куб.м."
Для потолка,Потолочная панель. Космос,04153 Дизайн-панели PANDA Потолочная панель. Космос,04153 Дизайн-панели PANDA Потолочная панель. Космос,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/013/013bfc44481887a41b335b4e06d01b17.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/a19/a19bb794d1613adb7e19dde722b8d07a.png",700,,"Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,5 кв.м.|Упаковка---16 панелей|Объем упаковки---0,07 куб.м."
Для потолка,Потолочная панель. Цветы,04141 дизайн - панели PANDA Потолочная панель. Цветы,04141 дизайн - панели PANDA Потолочная панель. Цветы,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/09c/09c10bc8ac713503802117e6b43e193b.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/ef1/ef18b28393482db0c28e0a87561ab059.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/6ae/6ae28d119ce678dc127bcc4346a42ec3.png",700,,"Количество проголосовавших---1|Рейтинг---5|Сумма оценок---5|Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм."
Для потолка,Потолочная панель. Цветы,04142 дизайн - панели PANDA Потолочная панель. Цветы Панно,04142 дизайн - панели PANDA Потолочная панель. Цветы Панно,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/360/360bd8c5d385dbb6f5164a0d9e137c16.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/ef1/ef18b28393482db0c28e0a87561ab059.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/6ae/6ae28d119ce678dc127bcc4346a42ec3.png",700,,"Количество проголосовавших---1|Рейтинг---5|Сумма оценок---5|Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм."
Для потолка,Потолочная панель. Цветы,04143 дизайн - панели PANDA Потолочная панель. Цветы,04143 дизайн - панели PANDA Потолочная панель. Цветы,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/9a5/9a533cc63128a8ca280dc5b0df364f82.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/ef1/ef18b28393482db0c28e0a87561ab059.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/6ae/6ae28d119ce678dc127bcc4346a42ec3.png",700,,"Количество проголосовавших---1|Рейтинг---5|Сумма оценок---5|Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм."
Для потолка,Потолочная панель. Вода,04131 дизайн - панели PANDA Потолочная панель. Вода,04131 дизайн - панели PANDA Потолочная панель. Вода,,700,,"Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,5 кв.м.|Упаковка---16 панелей|Объем упаковки---0,07 куб.м."
Для потолка,Потолочная панель. Вода,04132 дизайн - панели PANDA Потолочная панель. Вода Панно,04132 дизайн - панели PANDA Потолочная панель. Вода Панно,,700,,"Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,5 кв.м.|Упаковка---16 панелей|Объем упаковки---0,07 куб.м."
Для потолка,Потолочная панель. Вода,04133 дизайн - панели PANDA Потолочная панель. Вода,04133 дизайн - панели PANDA Потолочная панель. Вода,,700,,"Комплект шт---2|Высота---2 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,5 кв.м.|Упаковка---16 панелей|Объем упаковки---0,07 куб.м."
Ванная,Шоколад,05320 дизайн - панели PANDA «Шоколад»,05320 дизайн - панели PANDA «Шоколад»,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/30d/30df299ef749d436a81dc964b8822a24.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/37e/37ed454f543f04b24b22079b8ee5a598.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/fe4/fe40b17163269f0799e129541e9aa5ca.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/bbd/bbd0398f84325e29e9a471ef2b8508bd.png",2676,,"Наши предложения---Рекомендуем|Высота---2,7м|Ширина---0,25м|Толщина---8мм|Площадь---0,675 кв.м|Упаковка---12 шт|Объем упаковки---0,077 куб.м."
Ванная,Шоколад,05330 дизайн - панели PANDA «Шоколад»,05330 дизайн - панели PANDA «Шоколад»,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/6c4/6c4ffe86887c3a1c5e09829fcb4ffb18.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/37e/37ed454f543f04b24b22079b8ee5a598.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/fe4/fe40b17163269f0799e129541e9aa5ca.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/bbd/bbd0398f84325e29e9a471ef2b8508bd.png",2676,,"Наши предложения---Рекомендуем|Высота---2,7м|Ширина---0,25м|Толщина---8мм|Площадь---0,675 кв.м|Упаковка---12 шт|Объем упаковки---0,077 куб.м."
Ванная,Шоколад,05340 дизайн - панели PANDA «Шоколад»,05340 дизайн - панели PANDA «Шоколад»,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/cde/cde0472738250584c9e87bf54d8a1572.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/37e/37ed454f543f04b24b22079b8ee5a598.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/fe4/fe40b17163269f0799e129541e9aa5ca.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/bbd/bbd0398f84325e29e9a471ef2b8508bd.png",2676,,"Наши предложения---Рекомендуем|Высота---2,7м|Ширина---0,25м|Толщина---8мм|Площадь---0,675 кв.м|Упаковка---12 шт|Объем упаковки---0,077 куб.м."
Ванная,Индиго,"07520 дизайн-панели PANDA ""Индиго""","07520 дизайн-панели PANDA ""Индиго""","https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/062/062f84256163ad9971cd242a7ca409ba.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/30c/30cf84dfced8e83ebcce3d9d1d8a1935.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/a19/a19ea0961465f1c4509e6b48c8a95dab.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/bc1/bc14cb261c95b154b2f17ad16223f551.png",1784,"&lt;p&gt;
 &lt;strong&gt; Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.&lt;/strong&gt;
&lt;/p&gt;","Артикул---07500|Наши предложения---Новинка|Высота---2,7 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,675 кв.м.|Упаковка---12 панелей"
Ванная,Индиго,"07530 дизайн-панели PANDA ""Индиго""","07530 дизайн-панели PANDA ""Индиго""","https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/636/6366d17d67703982928a9e0e8dfc6bf0.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/30c/30cf84dfced8e83ebcce3d9d1d8a1935.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/a19/a19ea0961465f1c4509e6b48c8a95dab.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/bc1/bc14cb261c95b154b2f17ad16223f551.png",1784,"&lt;p&gt;
 &lt;strong&gt; Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.&lt;/strong&gt;
&lt;/p&gt;","Артикул---07500|Наши предложения---Новинка|Высота---2,7 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,675 кв.м.|Упаковка---12 панелей"
Ванная,Индиго,"07540 дизайн-панели PANDA ""Индиго""","07540 дизайн-панели PANDA ""Индиго""","https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/8f9/8f9a8292cc43d752322422f2de726315.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/30c/30cf84dfced8e83ebcce3d9d1d8a1935.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/a19/a19ea0961465f1c4509e6b48c8a95dab.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/bc1/bc14cb261c95b154b2f17ad16223f551.png",1784,"&lt;p&gt;
 &lt;strong&gt; Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.&lt;/strong&gt;
&lt;/p&gt;","Артикул---07500|Наши предложения---Новинка|Высота---2,7 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,675 кв.м.|Упаковка---12 панелей"
Кухня,Атлантика,"05710 дизайн - панели PANDA ""Атлантика""","05710 дизайн - панели PANDA ""Атлантика""","https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/ba0/ba0183e72dccd2afa4bfb819aec4f8cf.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/a89/a89c647886664af6898b318dc6bf9d6a.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/c4e/c4e2904612ce1c9cf9f41f41fcd1403c.jpg",1784,"Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.","Высота---2,7 м|Ширина---0,25 м|Толщина---8 мм|Площадь---0,675 кв.м|Упаковка---12 шт.|Объем упаковки---0,077 куб.м|Вес упаковки---15,7 кг."
Ванная,Тайна природы,"06210 дизайн-панели PANDA ""Тайна природы""","06210 дизайн-панели PANDA ""Тайна природы""","https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/ffa/ffae93221ce752e79e8074965224ccf5.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/c97/c972ff5c07d24051ea23ab2cc6c26534.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/30c/30ccb3c8ee5d42bd80de8215492fa533.jpg",892,"Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.","Высота---2,7 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,675 кв.м.|Упаковка---12 шт.|Объем упаковки---0,077 куб.м.|Вес упаковки---15,7 кг."
Ванная,Романтика,06810 дизайн - панели PANDA «Романтика»,06810 дизайн - панели PANDA «Романтика»,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/375/37557c26f714778ce678f37881b1f7ef.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/85c/85c554d6959fc389518ddc84549b1603.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/694/694050c8debdc02418fef5e071a2f899.jpg",1784,,"Высота---2,7 м|Ширина---0,25 м|Толщина---8 мм|Площадь---0,675 кв.м.|Упаковка---12 шт|Объем упаковки---0,077 куб. м.|Вес упаковки---15,7 кг."
Ванная,Панда,05210 дизайн - панели PANDA «Панда»,05210 дизайн - панели PANDA «Панда»,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/9f1/9f1651cc8a0fc698953cd0b8418c6232.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/b91/b9157754c7b084e4d1c1b0a6ae83bcf6.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/a11/a11a2799da6feb7a63b42e5c90d5eebf.png",1784,,"Высота---2,7м|Ширина---0,25м|Толщина---8мм|Площадь---0,675 кв.м|Упаковка---12 шт|Объем упаковки---0,077 куб.м.|Вес упаковки---15,7 кг."
Кухня,Атлантика,"05720 дизайн - панели PANDA ""Атлантика""","05720 дизайн - панели PANDA ""Атлантика""","https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/087/087f33b0b6eae75ffc1d70260962f43a.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/a89/a89c647886664af6898b318dc6bf9d6a.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/c4e/c4e2904612ce1c9cf9f41f41fcd1403c.jpg",1784,"Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.","Высота---2,7 м|Ширина---0,25 м|Толщина---8 мм|Площадь---0,675 кв.м|Упаковка---12 шт.|Объем упаковки---0,077 куб.м|Вес упаковки---15,7 кг."
Кухня,Атлантика,"05730 дизайн - панели PANDA ""Атлантика""","05730 дизайн - панели PANDA ""Атлантика""","https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/fa4/fa4f83c8d43e54a655ec3d00484b1e75.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/a89/a89c647886664af6898b318dc6bf9d6a.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/c4e/c4e2904612ce1c9cf9f41f41fcd1403c.jpg",1784,"Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.","Высота---2,7 м|Ширина---0,25 м|Толщина---8 мм|Площадь---0,675 кв.м|Упаковка---12 шт.|Объем упаковки---0,077 куб.м|Вес упаковки---15,7 кг."
Кухня,Атлантика,"05740 дизайн - панели PANDA ""Атлантика""","05740 дизайн - панели PANDA ""Атлантика""","https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/a77/a77c12d9a98094c9ff7a48eddf02ef56.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/a89/a89c647886664af6898b318dc6bf9d6a.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/c4e/c4e2904612ce1c9cf9f41f41fcd1403c.jpg",1784,"Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.","Высота---2,7 м|Ширина---0,25 м|Толщина---8 мм|Площадь---0,675 кв.м|Упаковка---12 шт.|Объем упаковки---0,077 куб.м|Вес упаковки---15,7 кг."
Ванная,Тайна природы,"06220 дизайн-панели PANDA ""Тайна природы""","06220 дизайн-панели PANDA ""Тайна природы""","https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/2da/2dab27fef5615102fbc078c547d5a4bd.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/c97/c972ff5c07d24051ea23ab2cc6c26534.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/30c/30ccb3c8ee5d42bd80de8215492fa533.jpg",892,"Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.","Высота---2,7 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,675 кв.м.|Упаковка---12 шт.|Объем упаковки---0,077 куб.м.|Вес упаковки---15,7 кг."
Ванная,Тайна природы,"06230 дизайн-панели PANDA ""Тайна природы""","06230 дизайн-панели PANDA ""Тайна природы""","https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/450/4502bfab4441b37f280ade1a7bfd28ab.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/c97/c972ff5c07d24051ea23ab2cc6c26534.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/30c/30ccb3c8ee5d42bd80de8215492fa533.jpg",892,"Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.","Высота---2,7 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,675 кв.м.|Упаковка---12 шт.|Объем упаковки---0,077 куб.м.|Вес упаковки---15,7 кг."
Ванная,Тайна природы,"06240 дизайн-панели PANDA ""Тайна природы""","06240 дизайн-панели PANDA ""Тайна природы""","https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/311/311475405f48d30492213b34f3760964.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/c97/c972ff5c07d24051ea23ab2cc6c26534.jpg,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/30c/30ccb3c8ee5d42bd80de8215492fa533.jpg",892,"Рисунок формируется из отдельных панелей. Рассчитайте количество панелей, необходимое для вашего помещения. Для правильного подбора панелей в комплект, без нарушения рисунка – обратитесь за консультацией к нашему менеджеру.","Высота---2,7 м.|Ширина---0,25 м.|Толщина---8 мм.|Площадь---0,675 кв.м.|Упаковка---12 шт.|Объем упаковки---0,077 куб.м.|Вес упаковки---15,7 кг."
Ванная,Романтика,06820 дизайн - панели PANDA «Романтика»,06820 дизайн - панели PANDA «Романтика»,"https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/f96/f9674d4828f1a92dae5457aae68a994b.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/85c/85c554d6959fc389518ddc84549b1603.png,https://www.panda-panel.ru/https://www.panda-panel.ru/upload/iblock/694/694050c8debdc02418fef5e071a2f899.jpg",1784,,"Высота---2,7 м|Ширина---0,25 м|Толщина---8 мм|Площадь---0,675 кв.м.|Упаковка---12 шт|Объем упаковки---0,077 куб. м.|Вес упаковки---15,7 кг."
